product_name,family_name,family_code
 Birchwood charcoal, Fuel sources,15101500
 Oil shale, Mining and Well Drilling Machinery and Accessories,20102000
 Porcelain figurines, Artworks and decorative items,60120000
 Martensitic stainless steel wire, Metal Materials,30150000
Odin Sphere Leifthrasir Game, Software,43230000
 Bison Skull Replica, Natural History and Palaeontology Collectibles,60105600
 Mustang Rollerblades, Recreational Equipment,49190000
 Biochar Soil Supplement, Farming and Fishing and Forestry,81000000
Bamboo Toothpick, Disposables and Consumables,51191500
 Zebra Thermal Printer, Computer Equipment and Accessories,43210000
 Industrial Rubber Globe, Personal Safety and Protection,46180000
 ESOL 36 Solar Panel, Power Generation and Distribution Machinery and Accessories,26110000
Gravitational Wave Detector, scientific laboratories and online science,41110000
 Infrared Sauna, medical facilities and equipment,85000000
 Bermuda Grass Seeds, farming and fisheries and forestry,10150000
 Rainbow Opaque Dice Set, sports and arts and entertainment,60100000
Peach Preserves, Food Beverage and Tobacco Products,50101700
 Solar Farm Monitor,Power Generation and Distribution Machinery and Accessories,26130000
 Moonstone Pendant Necklace,Jewelry and Watches,60140600
 Blue Cheese Crumble,Food Beverage and Tobacco Products,50101700
 Comprehensive Market Strategy Analysis,None,-1
Bicycle Chain Cleaner, Personal and Domestic Services,761115
 Eclipse Glasses, Eye Protection,461818
 Celery Seed Oil, Essential Oils,504616
 Alpaca Wool Scarf, Garment Accessories,531415
HoneyComb Model Launcher,Spacecraft,60105000
 Bamboo Cutting Board, Kitchen utensils and serving ware,52152000
 Retro Porcelain Nightlamp, Lighting and fixtures and accessories,39111500
 Industrial Hydraulic Forging Press, Industrial presses ,27121500
Gutter Cleaning Robot, Cleaning equipment,47121800
 Violin Bow, Musical Instruments,60131500
 Fig Infused Balsamic Vinegar, Edible Oils and Fats,50101700
 Full Body Climbing Harness, Outdoor and recreational equipment,49240000
Goat Milk Soap, Personal care & hygiene products family,53131600
 Vintage Table Lamp, Lamps and lightbulbs,39101600
 Industrial Rice Cooker, Commercial use cooking equipment,48101500
 Handcrafted Wooden Chess Set, Games,60141400
Colloidal Silver Generator, Laboratory equipment and accessories and supplies,41100000
 Thermostatically controlled pet bed, Animal and bird housing and cages,10130000
 Asphalt Roof Shingle, Structures and Building and Construction and Manufacturing Components and Supplies,30100000
 Carbon Fiber Violin Bow, Musical Instruments and Games and Toys and Arts and Crafts and Educational Equipment and Materials and Accessories and Supplies,60100000
Copper Bridgeport Lamp, Lighting Fixtures and Accessories,391115
 Kerosene Heater, Heating and Cooling and Air Quality Appliances,521615
 Alabaster Chess Set, Games,601414
 Waterproof Hunting Boots, Footwear,531018
Solar Panel, Power Generation,2611
 Rainbow Trout Eggs, Live Animals,1010
 Ancient Greek Olives, Processed Resources,50000000
 Prototype Drone Kits, Aircraft,25170000
Marine Squeezable Hulk Toy,Toys and games,60141100
 Antique Oak Dressing Table,Furniture,56101701
 Arsenic Analyzer,Chemical analysis instruments,41113301
 Cobra Cable Chain Snow Tires,Vehicle tires,25172500
 Home Cleaning Services,None,-1
Brocade Fabric, Textile fabrics and felts and felting,11160000
 Kolinsky Sable Brushes, Artists brushes,60122800
 Pinot Noir Grapes, Fruits and vegetables and nuts and seeds,50150000
 Concert Harp, Musical Instruments,60105500
Carbon Fiber Violin Bow, Musical Instrument Accessories,60131600
 Portable Augmented Reality Projector, Display Components,43211900
 Icelandic Glacial Water, Non Alcoholic Beverages,50202300
 Organic Lavender Essential Oil, Aromatherapy Products,50531500
Turkish Chai Teapot,Tableware,50201500
 Photograph Restoration Service,None,-1
 Ancient Artifact Reproduction,Antiques collection,60102700
 Triplet Achromatic Microscope Lens,Laboratory Science and Research supplies,60106000
 Zelkova Serrata Seed,Plant and Animal cultivation,10161500
Acoustic Guitar, Musical Instruments,60131503
 Mechanical Pencil, Writing Instruments,44121705
 Performance Exhaust System, Vehicle Parts and Accessories,25172901
 Roasted Oolong Tea, Non-alcoholic Beverages,50202302
Astrolabe,Navigational instruments,41111500
 Antique Loom,Textile machinery and accessories,53000000
 Bonsai Scissors,Hand tools,27130000
 Handcrafted Glass Beads,Craft materials,60104700
 Personal Training,None,-1
Russian Sable Fur Coat, Clothing,531018
 Silicon Photomultiplier Sensor, Electronic components,321100
 Fernco PVC Pipe Coupling, Plumbing fixtures,401700
 Gluten-free Sourdough Bread, Food Items,501800
Antique Phonograph, Electronic Components,321016
 Industrial Refrigerator, Commercial Use Refrigerators and Freezers,521416
 K-Beauty Snail Cream, Skin Care Products,531316
 Brass Sculpture, Art Statues and Sculptures,601017
Thermochromic Paint, Paints and primers and finishes,312115
 Portable Hydroponic Garden, Gardening and farming and fisheries,101515
 Portuguese Cork Helmet, Personal safety and protection,461817
 Alpaca Wool Yarn, Apparel and Luggage and Personal Care Products,531000
Hand Crank Espresso Grinder, Kitchen equipment and appliances,52150000
 Rhinestone Pet Collar, Pet supplies,10110000
 Vintage Treehouse Blueprints, Printed materials,55120000
 Banana Yellow Acrylic Paint, Office and desk supplies,44120000
Composite Flywheel,Transmission Components,311716
 Tasmanian Pepperberry Liqueur,Alcoholic Beverages,502022
 Excimer Laser,Surgical Lasers,422951
 Arctic Survival Gear,Outdoor Survival Equipments,492419
 Mortgage Advisor,None,-1
Farnsworth Dichroic Prism, Optics - General,41111700
 Sacco Bagless Vacuum, Domestic Appliances,52141500
 Gramophone Record, Music & Video Media,55161500
 Thermite Welding Rods, Welding and soldering and brazing machinery and accessories and supplies,23270000
Kaleidoscope Quilt Kit,Fabric and Leather Materials,11160000
 Molecular Model Kit,Laboratory and scientific equipment,41120000
 Wildflower Seed Mix,Seeds and bulbs and seedlings and cuttings,10150000
 Aluminum Keyboard Stand,Computer displays and monitors,43211902
 Engine Remapping Consultation,None,-1
Vortex Binoculars,Optical Equipment,44121800
 Organic Roasted Seaweed Snacks,Prepared Foodstuffs,50202300
 Leather Riding Gloves,Clothing and Personal Care,53100000
 Titanium Dental Implants,Medical Equipment,42295500
 Digital Nomad Lifestyle Course,None,-1
Reishi Mushroom Extract, Medicinal Chemicals and Botanical Products,51410000
 Ancient Chinese Coin Collection, Collector and Historical Artifacts,60124300
 Carbon Fiber Violin Bow, Stringed Musical Instruments,60121603
 Programmable Biofuel Stove, Solid and Gel Fuels,15101604
Lava Stone Cooking Set, Culinary Equipment,48101800
 Ephemera Scrapbooking Paper, Office Equipment,44121600
 Neonatal Phototherapy Unit, Medical Equipment and Accessories and Supplies,42200000
 Heritage Blue Corn Maize Seeds," Agriculture, Forestry and Garden Tools",10151500
Antique Porcelain Clock,Antiques and artifacts,601408
 Tungsten Carbide Drill Bit,Machining materials and supplies,232416
 Honey Bee Pollen,Healthcare nutritional supplements,505607
 Aged Blue Cheese,Cheeses,501315
Solar Panel , Electrical Systems and Lighting and Components and Accessories and Supplies ,39110000
 Antique Pocket Watch , Timepieces and Jewelry and Gemstone Products ,50000000
 Bamboo Toothbrush , Personal care products ,53131600
 Alpaca Wool Shawl , Apparel and Luggage and Personal Care Products,53100000
Copper Wire Spool, Wire and cables and harness,261216
 Organic Matcha Powder, Food Beverage and Tobacco Products,500000
 Solar Cell Panel, Photovoltaic systems,321115
 Damascus Chef's Knife, Cutlery and flatware,521215
Wind Turbine Gearbox, Power transmission,31161500
 Anthracite Coal, Fuels,15101604
 Birch Wood Lumber, Raw materials (manufactured in wood mills),11121610
 Vintage Porcelain Dolls, Collectibles and antiques,60123600
Hydroponic Plant Growth System, Farming and Fishing and Forestry and Wildlife,1010
 Wicker Paradise Swing, Furniture and Decorations  ,5610
 Emergency Flotation Device, Marine equipment,2511
 African Kanga Cloth, Fabrics and Leather Materials,1116
Unicycle,"Transport Vehicles, Accessories, and Parts",251000
 Bagpipe,Musical Instruments and Games and Toys and Arts and Crafts,601000
 Lab Centrifuge,Lab Equipment and Accessories,411000
 Hemp Cookies,Animal Food and Nutrition Supplements,101500
 Online Video Editing Subscription,None,-1
Crab Traps, Fishing and Fishing Gear,49121500
 Alpaca Wool Threads, Threads and Yarns,11151700
 Collapsible Venetian Lantern, Camping and Outdoor Equipment,49171500
 Organic Fertilizer, Agricultural and Horticultural Products,10152000
Giant Kelp Supplement, Drugs and Nutritional Supplements,51180000
 Handcrafted Bamboo Flute, Musical Instruments,60121503
 Triple Lens Microscope, Laboratory and Measuring and Observing and Testing Equipments,41100000
 Eco-friendly Yoga Mat, Sports Equipment and Accessories,49100000
Copper Rivets,Bearings and Bushings and Wheels and Gears,311715
 Baseball Cap,Apparel,531000
 Magnetic Levitation Globe,Office Equipment,441200
 Leather Hammock,Major Domestic Appliances,521400
 Dog Walking Service,None,-1
Ice Hockey Puck, Athletic & Outdoor Recreation Equipment,49241700
 Thermoelectric Cooler, Laboratory Cooling Equipment,41104512
 Carbon Guitar Picks, Musical Instruments,60131500
 Hemp Fiber Insulation, Building Insulation Materials,30141501
Moth Trap, Pest control products,10191509
 Pedal Steel Guitar, Musical Instruments,60131501
 Needle Felting Kit, Art and craft supply,60121700
 Sourdough Starter, Bakery products,50150000
Abyssinian Cat Figurine,Collectable Items,39121700
 Japanese Sake Set,Dinnerware,52121500
 Unisex Fencing Suit,Athletic & Outdoor Clothing,53102700
 Garden Rotary Tiller,Heavy machinery,22102000
 Hair Extension Application Service,None,-1
Rock-climbing Harness, Athletic and Outdoor Equipment,491215
 Dehydrated Astronaut Food, Prepared and Preserved Foods,501800
 Vintage Postage Stamps, Collectibles and Memorabilia,601027
 Speleological Equipment, Outdoor Adventure Equipment,491017
Grandfather Clock, Horology,60101700
 Pecan Crumble Coffee, Coffee & Tea,50201700
 Scuba Diving Fins, Sport and Recreational Equipment,49161500
 Vegan Leather Jacket, Clothing,53101800
Incubator,Laboratory and Measuring and Observing and Testing Equipment,411030
 Natural zeolite powder,Mineral and Textile and Inedible Plant and Animal Materials,111000
 Darkwood Flute,Musical Instruments and Games and Toys and Arts and Crafts and Educational Equipment and Materials and Accessories and Supplies,601000
 Marine Radar,Navigational and GPS instruments,422900
Solar Panel, Electronic Components and Supplies,32101500
 Copper Rain Gutter, Building and Construction and Maintenance Services,72000000
 Astrophotography Telescope,Photographic or Filming or Video Equipment,45121500
 Vintage Leather Saddle, Animal and Plant Extracts,10190000
Quantum Pendant,Jewelry and Watches,54140000
 Moth Hydrofoil Kite,Outdoor and Sporting Equipment,49120000
 Moraine Lake Wall Art,Stationery and Office Supplies,56000000
 Virtual Reality Development,Medical Imaging and Picture Archiving and Communication Systems (PACS),42181900
Alpine Goat, Livestock,10101504
 Obsidian Spearhead, Gems and stones,11111708
 Terracotta Sculpture, Ceramic Sculptures,60123802
 Snail Shell Chandelier, Decorative lighting,39101605
Wooden Charcuterie Platter,Food Preparation and Serving Equipment,481015
 Solar Panel Installation Kit,Power Generation and Distribution Machinery and Accessories,261300
 Pure Himalayan Salt Lamp,Lighting Fixtures and Accessories,391115
 Italian Leather Binding Book,Books and Pamphlets,551015
Bonsai Tree, Live Plant and Floriculture Production,101615
 Military Drone, Aerospace Systems and Components and Equipment,251300
 Agricultural Tractor, Farming and Fishing and Forestry and Wildlife Machinery and Accessories,211000
 Medieval Armor, Clothing,531000
Handmade Tile Mosaic, Ceramic Wall and Floor Tiles,301619
 Solar Panel Kit, Solar power plants and components,261117
 Latex Examination Gloves, Patient exam and monitoring products,421817
 Aged English Cheddar, Cheese and substitutes,501315
Kinetic Sand,Toys and Games,95030000
 Solar Panel Cleaning Robot,Power Generation Equipment,26130000
 Ethnographic Armadillo Shell Banjo,Musical instruments,60140000
 Black Truffle,Plants and Animals,10160000
 Personal Training Sessions,None,-1
EMF Meter,Communication hardware and accessories,43000000
 Sticky Rice Steamer,Food and beverage processing machinery and accessories,40000000
Niche Perfume,Personal care products,85000000
Micro Hydroelectric Generator,Power Generation and Distribution Machinery and Accessories,20000000
Crystal Lattice Model, Educational materials,601018
 Forest Camouflage Netting, Outdoor Living,491415
 Ariana Cotton Kilim Rug, Carpets and rugs,521015
 Deluxe Homebrewing Kit, Food and beverage processing machinery and equipment,311615
Diamond Grinding Wheel, Hardware & Tools,27112800
 Crocodile Leather Handbag, Luggage and Leather Goods,53121500
 Pure Himalayan Salt Lamp, Home & Living,39111600
 Organic Matcha Green Tea, Food & Beverage,50202300
Grafted Cactus, Floriculture and Silviculture Product,10101500
 Mountain Biking Goggles, Personal Care and Clothing Specialized,53131604
 Electric Winch, Material Handling Equipment,24101604
 MRE (Meal Ready to Eat), Military Personal Care Products,53151600
Handcrafted Bamboo Flute, Musical Instruments,60131501
 Topaz Jewelry Set, Jewellery and Watches,60103704
 Human Anatomy Poster, School or Office Supplies,60102615
 Red Wines, Alcoholic Beverages,50202204
Canine DNA Test Kit, Laboratory and Measuring and Observing and Testing Equipment,41000000
 Ice Crusher, Food and Beverage Preparation Equipment,48000000
 Glow in the Dark Paint, Paints and Primers and Finishes,31211500
 WiFi Range Extender, Networking Equipment,43220000
 GPS Tracking System for Pets, Safety and Security Systems,46170000
Obsidian Crystal,Gemstones,11111603
 Industrial Particle Accelerator,Laboratory and Measuring and Observing and Testing Equipment,41100000
 Bonsai Scissors,Garden Tools and Implements,11151504
 Night Vision Goggles,Personal Optical Safety Products,46170000
 Cryptocurrency Mining Software,None,-1
Submersible Centrifugal Pump, Pumps,401515
 Napoleonic Era Military Miniatures, Toys and Games,601200
 Wireless Broadband Modems, Communication Devices,431730
 Lichens Extract, Pharmaceutical Drugs,513035
Antique porcelain doll,Art and Craft Equipment and Accessories,60140000
 Retro typewriter,Office Equipment,44101700
 Angler's fishing rod,Sports Equipment and Accessories,49141607
 Organic compost,Chemicals including Bio Chemicals and Gas Materials,10150000
AeroGarden Bounty Elite Indoor Garden,Industrial Machinery and Equipment,53
 Cobra Cane Walking Stick,Medical Materials and Accessories,421900
 Antique Chariot Wall Mirror,Home Furniture,301600
 Electro Voice Ekx-15sp Subwoofer,Multimedia Devices,432200
 Massage Envy Annual Membership,None,-1
Firewire Audio Interface, Computers and Peripherals,43211500
 Quartz Crucible, Labware and Consumables,41121804
 Agricultural Tractor, Heavy machinery,21101701
 Bassoon Reeds, Musical Instruments,60121201
Tungsten Carbide Drill Bits,Cutting and Drilling Tools,271128
 Solar Powered Water Pump,Pumps,401515
 Organic Matcha Tea,Beverages,502017
 Internet Marketing Consultation,None,-1
 Electric Sit-Stand Desk,Office and Desk Accessories,441115
Retro Typewriter, Office machines and their supplies and accessories,441020
 Telescopic Fishing Rod, Fishing and fishing products,101015
 Industrial Vacuum Sealer, Industrial food and beverage equipment,481015
 Ammonium Nitrate Fertilizer, Chemicals including Bio Chemicals and Gas Materials,120000
Agate Pendant Necklace, Jewelry,50230000
 Advanced Fly Fishing Rod, Sports equipment and accessories,49000000
 Home DNA Testing Kit, Laboratory and Measuring and Observing and Testing Equipment,41000000
 Compact Tractor, Commercial and Military and Private Vehicles and their Accessories and Components,25000000
Pine Resin, Organic chemicals,12352102
 Emotion Recognition Software, Software,43233403
 High Frequency Therapeutic equipment, Medical and surgical equipment,42241706
 Molecular Gastronomy Kit, Laboratory and scientific equipment,60104002
Dolphin Sculpture, Artwork,60103700
 Dragonfruit Extract, Nutraceutical Ingredients,50531503
 Mars Rover Model Kit, Science and education toys,60104000
 Mystic Topaz Wedding Ring, Gemstones,54106604
Spider Farmer LED Grow Light, Lighting Fixtures and Accessories ,391115
 Bat Guano Fertilizer, Crop protection products,101515
 Victorian Gothic Lace Corset,Women's Clothing,531316
 Interactive Kitten Wand Toy, Pet toys,10101504
 SEO Consultation,None,-1
Aquarium Air Pump, Industrial Pumps,40151800
 Goatskin Drum, Musical Instruments,60131500
 Antique Wooden Chest, Furniture,56101500
 Obsidian Knife, Hand Tools,27111500
Rhino Horn Carving,Sculpture and Crafting Materials,60121601
 Vintage African Kuba Cloths,Tapestries,52101600
 Soy Candle Making Kits,Candle Production,60105500
 Drone Flight Training,None,-1
 Biodegradable Pine Cat Litter,Domestic pet treatments,10151508
DoodleBot Robotic Vacuum Cleaners, Cleaning machinery and equipment,471216
Artisan Gouda Cheese, Dairy products and eggs,501315
Hyperion Telescopes, Laboratory and Measuring and Observing and Testing Equipment,411000
Emu Essence Skin Moisturizer, Beauty care products,531316
Military Grade Night Vision Goggles, Optical Equipment,45121504
 Beeswax Candle Making Kit, Crafting Supplies,60123912
 Organic Mushroom Grow Kit, Agricultural Supplies,10161805
 Adult Trampoline, Exercise and Fitness Equipment,49240003
Floral Embroidery Seam Ripper, Sewing and Embroidery Tools,1161503
 High Density Graphene Film, Semi Conductor Devices and Materials,32111511
 Marine Algae Exfoliating Scrub, Personal Care Products,53131600
 Vintage Mahogany Didgeridoo, Music Instruments,60131500
Cast Iron Skillet, Cookware and Cutlery,52150000
 Astronomical Telescope, Photographic or filming or video equipment,45120000
 Anaconda Exploration Drone, Drones or unmanned aerial vehicle (UAV),25170000
 Crimson Macaw Feathers, Feathers,10151700
Handmade Quilt,"Textiles, Fabrics and Leather",11160000
 Rock Climbing Harness,Sports and Recreational Equipment and Supplies,49100000
 Organic Matcha Powder,Food and Beverage Products,50000000
 Cryptocurrency Consulting,None,-1
 Ancient Egyptian Sarcophagus Replica,Collectibles and Decorative Items,60120000
Rosemary Essential Oil,Essential Oils,51171602
 Skydiving Experience,None,-1
 Meade LX850 Telescope,Telescopes,45121507
 Venison Sausage,Specialty Meats and Poultry,50161504
 Handmade Glass Beads,Art Needlework,60141400
Desert Terrarium Kit, Floriculture and silviculture products,10150000
 Organic Seaweed Fertilizer, Crop production and farming and gardening equipment,10120000
 Reptile Infrared Heat Lamp, Animal husbandry,10100000
 Cryptocurrency Mining Rig, Technology hardware and equipment,43200000
Monumental Brass Engravings, Printed materials,55121700
 Organic Shiitake spawn, Horticulture farming,10152000
 Tritium Exit Sign, Signage and accessories,55121707
 Amphibious Excavator, Excavators and Loaders ,24101600
Alpaca Teddy Bear,Toys and Games,950300
 Brass Diving Helmet,Marine Craft Parts and Accessories,251117
 Organic White Grapes,Fresh Fruit,501515
 Pyrenean Mastiff,Livestock,101015
 Google Ads Management Service,None,-1
Spalted Maple Guitar Body,Musical Instruments,45130000
 Industrial Paint Mixer,Machinery for mixing or kneading,84798200
 Emerald Cut Diamond,Gemstones,71030000
 Organic Soil Fertilizer,Garden Tools & Fertilizers,10150000
 Car Engine Oil Change,None,-1
Automatic Drip Coffee Maker, Kitchen appliances and supplies,52150000
 Handcrafted Wooden Chess Set, Recreational equipment and supplies,49500000
 Fiberglass Insulation, Building and Construction and Maintenance Services,72100000
 Alpaca Wool Blanket, Apparel and Luggage and Personal Care Products,53100000
Bamboo Bonsai Kit, Garden Nursery Stock,10101500
 Hydraulic Piston Pump, Hydraulic Pneumatic Systems,40141600
 Structured Bathrobe, Clothing,53102600
 Pure Agarwood Oil, Perfumes and Fragrances,51261600
Moss Terrarium Kit," Agricultural, farming and fishing",10101500
 Cryptocurrency Hardware Wallet, IT industry specific equipment and supplies,43200000
 Unique Tarot Cards, Hobby or recreational crafts and equipment,60124400
None,None,90101500
Gemstone Lapidary Kit, Craft Tools and Equipment,6014
 Ultra-Lightweight Tent, Camping and Outdoor Equipment,4912
 Gourmet Cheese Sampler, Dairy Products and Eggs,5013
 Vintage Typewriter, Office Equipment,4412
 Rainwater Harvesting System, Industrial and Construction Materials,30110000
 Veduta Triathlon Bicycle, Fleet and Individual Transportation,24120000
 Vertical Aquaponics System, Agricultural Machinery and Storage,21100000
 Embryonic Stem Cell Kit, Medical and Healthcare,41110000
Tungsten Idler Roll, Mechanical Power Transmission Equipment,311715
 Mushroom Cultivation Kit, Crop and Plant Growing Products,101215
 High Visibility Bassoon Strap, Musical Instruments and Games and Toys,601414
 Organic Chemistry Lab Glassware Kit, Laboratory and scientific equipment,411200
Crystal Chandelier, Lighting Equipment,391115
 Artisan Woven Rug, Textiles and Fabrics,521000
 Professional XY Coordinating Microscope, Laboratory and Measuring Equipment,411000
 Mango Wood Dining Set, Furniture,561000
Sasquatch Hiking Boots, Footwear,53101802
 Typewriter Ribbons, Office machines and their supplies and accessories,44120000
 Algae Skincare Cream, Personal care products,53131600
 Handcrafted Wooden Chess Set, Toys and games,60120000
Abalone Shells,Craft Materials,60102200
 Rechargeable Deep Cycle Battery,Batteries and Cells and Accessories,26111700
 Canola Oil,Edible Oils,50141704
 Glass Capsules,Laboratory Glassware,41121806
 Thai Massage Service,None,-1
Ginseng Root Extract, Medicinal plants,10161502
 Bamboo Flute, Wind Instruments,60105100
 Tahini, Condiments and sauces,50180000
 Kevlar Motorcycle Vest, Body protectors,46180000
Solar Panel, Electrical Equipment and Components and Supplies,3912
 Himalayan Pink Salt, Seasonings and Preservatives,5019
 Handmade Pottery Vase, Arts and Crafts Equipment and Supplies and Accessories,6010
 Aster Seeds, Live Plant and Animal Material and Accessories and Supplies,1010
Industrial Gypsum, Non-metallic mineral products,111015
 Vintage Typewriter Ribbon, Office and desk accessories,441115
 Dragon Fruit Extract, Phytochemicals,101520
 Fly Tying Material Kit, Fishing and fishing equipment,491015
Lithium Titanate Battery, Electric batteries,26111700
 Fishing Pole, Fishing and fishing products,10151500
 Organic Peruvian Coffee, Coffee beans,50101604
 Ice sculpting tools, Carving Tools,27112304
Solar Powered Attic Fan, Machinery Accessories,20122400
 Bonsai Pruning Scissor, Hand tools,27112300
 Customized Lapel Pins, Jewelry and watches,60111700
 Medieval Chainmail Armor, Apparel and Luggage and Personal Care Products,53102700
Compost Thermometer, Environmental monitoring,41110000
 Rainbow Trout Eggs, Fish and Seafood,50121504
 Armor Padding Foam, Fabricated materials,30121700
 steampunk clockwork gears, Time measuring instruments,46171600
Ceramic Bird Feeder, Home Garden and Decorations,10152006
 Obsidian Crystal Ball, Gemstone and Minerals,11121513
 Underwater Drone, Drones and Surveillance Systems,46101506
 Steel-Toed Work Boots, Personal Safety and Protection,46181603
 Car Rental Service,None,0
Horological Chronometer, Watches and Clocks,60101908
 ARIES Spectral Imaging Camera, Electronic hardware and component parts and accessories,52161500
 Vintage Mahogany Canoe, Recreational watercraft,25111903
 Pine Infused Beard Oil, Personal care products,53131608
biochar, fertilizers and plant nutrients and herbicides,10170000
 solar panel, power generation,26110000
 backcountry skis, sports and recreational equipment,49150000
 ceramic bobbin, ball and roller bearings,31171500
 thermal camera, analytical measuring and monitoring instruments,41110000
Abyssinian Wheat Seed, Cereal and pulse crops,10151501
 High-Pressure Sodium Vapor Lamp, Lamps and lightbulbs,39101609
 Martian Garden Soil, Soils,11111511
 Gladiolus Flower Bulbs, Bulb and tuber plants,10151404
Underwater Drone,Imaging Equipment,45121500
 Rose Essential Oil,Perfumes and fragrances,53131600
 Teak Hardwood Flooring,Lumber and building materials,30160000
 Klingon Language Course,None,-1
 Astrophotography Camera,Camera bodies and lenses,45121504
Cupcake Liners,Baking cups and liners or its accessories,50161502
 Woven Badminton Net,Sporting Goods,49161500
 Obsidian Facial Roller,Cosmetic accessories,53131608
 Ethereal Dragon Figurine,Ornamental and ceremonial items,60140000
Biodegradable Drinking Straws, Food Service Disposables,52150000
 Thermoforming Woodworking Machine, Woodworking machines and their parts and accessories,23240000
 Molten Salt Reactor, Nuclear Reactors,26130000
 Spacesuit, Specialized clothing and accessories,46180000
Cherry Blossom Turner,Woodworking Equipment,271100
 Atomic Ski Boots,Athletic Footwear,531117
 Organic Goat's Milk Soap,Skin Care Products,531316
 18 Carat Diamond Ring,Gemstones and Precious Metals,601410
 Rent a Luxury Yacht,None,-1
Arctic Blueberry Extract,Food Beverage and Tobacco Products,50000000
 Underwater ROV Drone,Drones and UAVs,46191500
 Motorcycle Sidecar ,Motor Vehicles,25170000
 Professional Financial Planning Service,None,-1
 Illuminated Manuscript Restoration,None,-1
Ostrich Feather Duster, Cleaning and Janitorial Supplies,471218
 Vintage Baseball Gloves, Sporting Goods,491615
 Rabbit Ear Antenna, Domestic Electronics,521615
 Holographic Nail Polish, Beauty Products,531316
Quantum Sails,Boats and marine equipment,251115
 Homemade Lip Balm,Cosmetics and toiletries,531316
 Starlight Quilt,Home furnishings,521015
 Alpine Ski Bindings,Sports and Recreational Equipment,491615
 Tax Preparation Service,None,-1
maple syrup, Food Beverage and Tobacco,50201702
 antique Chinese vase," Personal, domestic and consumer goods",60102203
 argon gas, Chemicals and chemical products,12142203
 virtual reality game, Software,43211510
Chenille Yarn,Textile Yarn and Thread,11151500
 Nomadic Pastoralism Handbook,Printed Materials,55101500
 Door Buzzer,Security and Personal Safety,46171606
 Wrist Curl Machine,Physical Fitness Equipment,49211600
Medieval Chainmail Armor, Protective Apparel,46180000
 Monster Truck Racing Tyres, Commercial Vehicle Tires,25172500
 Buckinghamshire Blue Cheese, Cheese,50151502
 Blaster Xtreme Fireworks, Explosives,73151506
Ferrofluid, Fluid Handling & Treatment,40160000
 Astronaut Ice Cream, Processed Food & Beverage Products & Associated Equipment,50000000
 Porcelain Insulator, Distribution and Conditioning Systems,40140000
 Uranium Ore, Mining and Well Drilling Machinery and Accessories,20100000
Grounding Conductive Tiles, Flooring materials,30161700
 Portable Birch Bark Canoe, Marine craft systems and subassemblies,25111900
 Advanced Stargazing Telescope, Laboratory and scientific equipment,41110000
 Medieval Full Plate Armor Replica, Defense and law enforcement and security and safety equipment and supplies,46170000
Bamboo Sushi Rolling Mat, Utensils,52150000
 Azure Virtual Machine, Software,43230000
 Handmade Glass Beads, Jewelry Components,52140000
 Vintage Postage Stamps, Philately,55111500
Obsidian crystal ball, Precious stones,11111708
 Industrial hand gloves, Occupational safety supplies,46181504
 Rainbow Trout, Aquatic invertebrates,10121901
 Black truffle oil, Edible oils or fats,50161513
Eurovision Song Contest Ultimate Party Game, Board Games,60101906
 Saddleback Tamarin Plushie, Stuffed and Plush Toys,60141003
 Epicurean Truffle Salt, Seasonings and Preservatives,50191704
 Cordoba Ukulele Strings, String musical instrument parts and accessories,60121500
Pottery Wheel,Crafts,601022
 Hydroponic Growth System,Farming and Fishing and Forestry and Wildlife,1015
 Potted Venus Flytrap,Live Plant and Animal Material and Accessories and Supplies,1019
 Nutrient Test Kit,Lab Equipment,4111
 Canoe Paddle,Sports and Recreational Design,6010
 Cast Iron Dutch Oven,Domestic kitchenware and kitchen supplies,5214
 Green Wall Panels,Building and Construction and Maintenance,7210
 Victorian Style Dress,Apparel and Luggage and Personal Care,5310
Ostrich Feather Duster, Cleaning and Janitorial Supplies,47131600
 Vintage Montblanc Fountain Pen, Writing Instruments,44121700
 Artisanal Cheddar Cheese, Dairy products and substitutes,50131500
 Titanium Alloy Golf Club, Sports and Recreational Equipment and Supplies,49161500
 Zimbabwean Tektite Meteorite," Gems, Rocks, Minerals and Natural History Products",60106000
 Rustic Acacia Wooden Bowl, Kitchen Utensils and Appliances,52150000
 Retro Glass Milk Bottle, Bottles and jars and packaging tubes,24120000
Industrial Oxygen Cylinder, Industrial Gases,12141902
 Organic Matcha Green Tea, Coffee and Tea,50201704
 Victorian Style Dollhouse, Toys and Games,60141400
 DIY Drone Kit, Electronic Components,32101613
 Wooden Yacht Model Kit, Craft Supplies,60123600
 Handheld Telescope, Optical Equipment,46101504
 Red Rose Seeds, Flowers and Plants,10152000
 Bakers Yeast, Food and Beverage Products,50151602
Zebra skin drum,Musical Instruments,60131503
 Indigo dye,Colorants,12161500
 Alpaca wool beret,Headwear,53102504
 Reishi Mushroom tincture,Herbal supplements,51191903
 Antique naval compass,Navigational instruments,41114200
 Traditional Japanese tea set,Serveware,52152100
 Indian silk saree,Sarees,53102803
 Professional tax preparation service,None,-1
 Horseback riding lessons,None,-1
Vampire Bat Guano Fertilizer, Fertilizers and plant nutrients and herbicides,10170000
 Grand Concert Harp, Musical Instruments ,6010
 Silk Worm Cocoons, Live animals and livestock ,7000
 Persimmon Wine Vinegar, Seasonings and preservatives ,50201700
 Sore Muscle Ayurvedic Oil , Personal care products,53131600
